x,y,yaw
-2.174997999999996,-0.12499799999999792,3.141592653589793
-2.2750883789049876,-0.12499799999999792,3.141592653589793
-2.375178757809979,-0.12499799999999792,3.141592653589793
-2.4752691367149704,-0.12499799999999792,3.141592653589793
-2.575359515619962,-0.12499799999999792,3.141592653589793
-2.675449894524953,-0.12499799999999792,3.141592653589793
-2.775540273429945,-0.12499799999999792,3.141592653589793
-2.8756306523349364,-0.12499799999999792,3.141592653589793
-2.975721031239928,-0.12499799999999792,3.141592653589793
-3.0758114101449197,-0.12499799999999792,3.141592653589793
-3.175901789049911,-0.12499799999999792,-3.0692965085529225
-3.275479650746628,-0.13220966439237353,-2.999695598985639
-3.3745640706639786,-0.14636458152342263,-2.999695598985636
-3.473648490581329,-0.16051949865447204,-2.9996955989856375
-3.57273291049868,-0.1746744157855213,-3.1383590016385696
-3.6728002929815946,-0.1749979999999951,3.141592653589793
-3.772890671886586,-0.1749979999999951,3.141592653589793
-3.8729810507915774,-0.1749979999999951,3.141592653589793
-3.973071429696569,-0.1749979999999951,3.141592653589793
-4.073161808601561,-0.1749979999999951,3.141592653589793
-4.173252187506552,-0.1749979999999951,3.141592653589793
-4.273342566411543,-0.1749979999999951,3.141592653589793
-4.3734329453165355,-0.1749979999999951,3.141592653589793
-4.473523324221526,-0.1749979999999951,3.141592653589793
-4.573613703126518,-0.1749979999999951,3.141592653589793
-4.673704082031509,-0.1749979999999951,3.141592653589793
-4.773794460936501,-0.1749979999999951,3.141592653589793
-4.873884839841493,-0.1749979999999951,3.141592653589793
-4.973975218746483,-0.1749979999999951,3.141592653589793
-5.074065597651476,-0.1749979999999951,3.141592653589793
-5.174155976556467,-0.1749979999999951,3.141592653589793
-5.274246355461458,-0.1749979999999951,3.141592653589793
-5.37433673436645,-0.1749979999999951,3.141592653589793
-5.4744271132714415,-0.1749979999999951,3.141592653589793
-5.574517492176433,-0.1749979999999951,3.141592653589793
-5.674607871081424,-0.1749979999999951,3.141592653589793
-5.774698249986416,-0.1749979999999951,3.141592653589793
-5.874788628891407,-0.1749979999999951,3.141592653589793
-5.974879007796399,-0.1749979999999951,3.141592653589793
-6.07496938670139,-0.1749979999999951,3.141592653589793
-6.175059765606382,-0.1749979999999951,3.141592653589793
-6.2751501445113735,-0.1749979999999951,3.141592653589793
-6.375240523416365,-0.1749979999999951,3.141592653589793
-6.475330902321357,-0.1749979999999951,3.141592653589793
-6.575421281226348,-0.1749979999999951,3.141592653589793
-6.67551166013134,-0.1749979999999951,3.141592653589793
-6.775602039036332,-0.1749979999999951,3.141592653589793
-6.875692417941322,-0.1749979999999951,3.141592653589793
-6.975782796846314,-0.1749979999999951,3.141592653589793
-7.075873175751306,-0.1749979999999951,3.141592653589793
-7.175963554656297,-0.1749979999999951,3.141592653589793
-7.276053933561289,-0.1749979999999951,3.141592653589793
-7.37614431246628,-0.1749979999999951,3.141592653589793
-7.476234691371272,-0.1749979999999951,3.141592653589793
-7.576325070276263,-0.1749979999999951,3.141592653589793
-7.676415449181254,-0.1749979999999951,3.141592653589793
-7.776505828086246,-0.1749979999999951,3.141592653589793
-7.876596206991238,-0.1749979999999951,3.141592653589793
-7.976686585896229,-0.1749979999999951,3.141592653589793
-8.07677696480122,-0.1749979999999951,3.141592653589793
-8.176867343706213,-0.1749979999999951,3.141592653589793
-8.276957722611204,-0.1749979999999951,3.141592653589793
-8.377048101516195,-0.1749979999999951,3.141592653589793
-8.477138480421186,-0.1749979999999951,3.141592653589793
-8.577228859326178,-0.1749979999999951,3.141592653589793
-8.67731923823117,-0.1749979999999951,3.141592653589793
-8.777409617136161,-0.1749979999999951,3.141592653589793
-8.877499996041152,-0.1749979999999951,3.141592653589793
-8.977590374946143,-0.1749979999999951,3.141592653589793
-9.077680753851135,-0.1749979999999951,3.141592653589793
-9.177771132756128,-0.1749979999999951,3.141592653589793
-9.277861511661118,-0.1749979999999951,3.141592653589793
-9.37795189056611,-0.1749979999999951,3.141592653589793
-9.478042269471102,-0.1749979999999951,3.141592653589793
-9.578132648376094,-0.1749979999999951,3.141592653589793
-9.678223027281085,-0.1749979999999951,3.141592653589793
-9.778313406186076,-0.1749979999999951,3.141592653589793
-9.878403785091066,-0.1749979999999951,3.141592653589793
-9.978494163996059,-0.1749979999999951,3.141592653589793
-10.078584542901051,-0.1749979999999951,3.141592653589793
-10.17867492180604,-0.1749979999999951,3.141592653589793
-10.278765300711033,-0.1749979999999951,3.141592653589793
-10.378855679616024,-0.1749979999999951,3.141592653589793
-10.478946058521016,-0.1749979999999951,3.141592653589793
-10.579036437426007,-0.1749979999999951,3.141592653589793
-10.679126816331,-0.1749979999999951,3.141592653589793
-10.77921719523599,-0.1749979999999951,3.141592653589793
-10.87930757414098,-0.1749979999999951,3.141592653589793
-10.979397953045973,-0.1749979999999951,3.141592653589793
-11.079488331950964,-0.1749979999999951,3.141592653589793
-11.179578710855957,-0.1749979999999951,3.141592653589793
-11.279669089760947,-0.1749979999999951,3.141592653589793
-11.37975946866594,-0.1749979999999951,3.141592653589793
-11.47984984757093,-0.1749979999999951,3.141592653589793
-11.579940226475921,-0.1749979999999951,3.141592653589793
-11.680030605380914,-0.1749979999999951,3.141592653589793
-11.780120984285904,-0.1749979999999951,3.141592653589793
-11.880211363190897,-0.1749979999999951,3.141592653589793
-11.980301742095888,-0.1749979999999951,3.141592653589793
-12.08039212100088,-0.1749979999999951,3.141592653589793
-12.180482499905871,-0.1749979999999951,3.141592653589793
-12.280572878810862,-0.1749979999999951,3.141592653589793
-12.380663257715854,-0.1749979999999951,3.141592653589793
-12.480753636620845,-0.1749979999999951,3.141592653589793
-12.580844015525837,-0.1749979999999951,3.141592653589793
-12.680934394430828,-0.1749979999999951,3.141592653589793
-12.78102477333582,-0.1749979999999951,3.141592653589793
-12.881115152240811,-0.1749979999999951,3.141592653589793
-12.981205531145802,-0.1749979999999951,3.141592653589793
-13.081295910050795,-0.1749979999999951,3.141592653589793
-13.181386288955785,-0.1749979999999951,-3.061508372819372
-13.280909028651434,-0.18298528980734366,-2.999695598985616
-13.379993448568783,-0.19714020693839476,-3.0055210645831205
-13.479119289532706,-0.2107122857142838,3.020632307892195
-13.577482188866618,-0.19875590556668682,2.5073833047504865
-13.657172200497167,-0.14013739223567764,2.050822523736759
-13.70292082348725,-0.052268117794605704,1.751306804564787
-13.720856302177983,0.04601011524590755,1.6122741501023115
-13.724997999999998,0.14580615274928102,1.5707963267948966
-13.724997999999998,0.24589653165427075,1.5707963267948966
-13.724997999999998,0.3459869105592625,1.5707963267948966
-13.724997999999998,0.4460772894642527,1.5707963267948966
-13.724997999999998,0.5461676683692425,1.5707963267948966
-13.724997999999998,0.6462580472742346,1.5707963267948966
-13.724997999999998,0.7463484261792243,1.5707963267948966
-13.724997999999998,0.8464388050842161,1.5707963267948966
-13.724997999999998,0.9465291839892063,1.5707963267948966
-13.724997999999998,1.0466195628941979,1.5707963267948966
-13.724997999999998,1.1467099417991882,1.5707963267948966
-13.724997999999998,1.2468003207041778,1.5707963267948966
-13.724997999999998,1.3468906996091696,1.5707963267948966
-13.724997999999998,1.4469810785141597,1.5707963267948966
-13.724997999999998,1.5470714574191515,1.5707963267948966
-13.724997999999998,1.6471618363241418,1.5707963267948966
-13.724997999999998,1.7472522152291332,1.5707963267948966
-13.724997999999998,1.8473425941341233,1.5707963267948966
-13.724997999999998,1.9474329730391136,1.5707963267948966
-13.724997999999998,2.047523351944105,1.5707963267948966
-13.724997999999998,2.1476137308490957,1.5707963267948966
-13.724997999999998,2.2477041097540873,1.5707963267948966
-13.724997999999998,2.3477944886590785,1.5707963267948966
-13.724997999999998,2.4478848675640705,1.5707963267948966
-13.724997999999998,2.5479752464690604,1.5707963267948966
-13.724997999999998,2.648065625374051,1.5707963267948966
-13.724997999999998,2.7481560042790423,1.5707963267948966
-13.724997999999998,2.8482463831840326,1.5707963267948966
-13.724997999999998,2.948336762089026,1.5707963267948966
-13.724997999999998,3.048427140994016,1.5707963267948966
-13.724997999999998,3.148517519899008,1.5707963267948966
-13.724997999999998,3.248607898803998,1.5707963267948966
-13.724997999999998,3.3486982777089884,1.5707963267948966
-13.724997999999998,3.4487886566139796,1.5707963267948966
-13.724997999999998,3.5488790355189694,1.5707963267948966
-13.724997999999998,3.648969414423963,1.5707963267948966
-13.724997999999998,3.749059793328953,1.5707963267948966
-13.724997999999998,3.8491501722339447,1.5707963267948966
-13.724997999999998,3.949240551138937,1.536350538430449
-13.721557369717383,4.049086411978304,1.2552749880355845
-13.690718170530436,4.143561658939126,0.8118280238018774
-13.623407696795534,4.21452761049411,0.3147491344586946
-13.528422117684578,4.2454522520901214,0.14673667728633916
-13.429438925006608,4.260081867856199,0.006341221465478653
-13.3293936327906,4.260716285714286,0.1356836417261728
-13.230265034538025,4.274249566494567,0.007521417378832681
-13.130228129435842,4.275002,0.0
-13.03013775053085,4.275002,0.0
-12.930047371625857,4.275002,-0.19546190821544518
-12.832178088611071,4.2556248824603085,-0.4391036264679132
-12.741809757786477,4.213180147306563,-0.6007070414109051
-12.659307397713272,4.156651569795199,-0.48604399136949256
